,id_advert,modele,size,brand,price,price_decimal,ressell_price,promoted,identic_title_description,short_description,secure_description,has_emoji_description,other_campus_dressing,other_campus_dressing_count,hype_products_dressing,hype_products_dressing_count,other_campus_sell,other_campus_sell_count,hype_products_sell,hype_products_sell_count,description_user,sell_sneaker_account,item_count,total_items_count,given_item_count,taken_item_count,feedback_reputation,followers_count,following_count,gender,photo,is_publish_photos_agreed,expose_location,city,country_title,verification_facebook,verification_google,verification_phone,scam
45,3983116139,black,41,adidas Superstar,49.9,0,110,False,0,0,0,1,1.0,16,0.0,0,0.0,0,0.0,0,0,0,17,17,2,0,0.0,1,0,,0,False,True,Apremont,France,False,False,True,1
46,3974731149,grey,39,adidas Superstar,60.99,0,137,False,0,0,0,0,1.0,1,0.0,0,0.0,0,0.0,0,0,0,2,3,2,0,0.0,0,0,,1,False,True,Angoulême,France,False,False,True,1
47,3978129084,grey,42,adidas Superstar,61.2,1,271,False,0,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,2,3,1,0,0.0,0,0,,0,False,True,Berriac,France,False,False,True,1
48,3983167740,black,37,adidas Superstar,56.0,0,111,False,0,1,0,0,1.0,4,0.0,0,0.0,0,0.0,0,0,0,5,5,0,0,0.0,0,0,,1,False,True,Paris,France,False,False,True,1
49,3978350897,black,37,Dynam,75.0,0,111,False,1,1,0,0,1.0,1,0.0,0,0.0,0,0.0,0,0,0,2,2,2,0,0.0,0,0,,0,False,True,Alès,France,False,False,True,1
50,3982495574,green,36,adidas Superstar,64.9,0,125,False,1,1,0,0,1.0,4,0.0,0,0.0,0,0.0,0,0,0,5,5,2,0,0.0,0,0,,1,False,True,Paris,France,False,False,True,1
51,3979267637,grey,39,adidas Superstar,70.0,0,137,False,0,0,0,0,1.0,2,0.0,0,0.0,0,0.0,0,0,0,3,7,5,0,0.0,0,0,,1,False,True,Angoulême,Francia,False,False,True,1
52,3983343175,black,39,adidas Superstar,57.0,0,129,False,0,1,0,0,1.0,3,0.0,0,0.0,0,0.0,0,0,0,4,4,0,0,0.0,0,0,,1,False,True,Paris,Francia,False,False,True,1
53,3978540625,grey,39,adidas Superstar,65.0,0,137,False,0,0,0,0,1.0,2,0.0,0,0.0,0,0.0,0,0,0,3,4,2,0,0.0,0,0,,1,False,True,Angoulême,Frankreich,False,False,True,1
54,3983111212,black,39,adidas Originals,79.0,0,129,False,0,0,0,0,0.0,0,0.0,0,0.9090909090909091,30,0.0,0,1,0,2,45,44,0,0.96,0,0,,1,False,True,Saint-Étienne,France,False,False,True,1
55,3978437666,green,39,adidas,99.0,0,136,False,0,0,0,1,1.0,1,0.0,0,0.0,0,0.0,0,0,0,2,9,7,0,0.8,0,0,,1,False,True,Rueil-Malmaison,France,False,True,True,1
56,3981573681,grey,40,adidas Superstar,56.78,1,231,False,0,0,0,0,1.0,4,0.0,0,0.0,0,0.0,0,0,0,5,5,0,0,0.0,0,0,,1,False,True,Nantes,France,False,False,True,1
57,3983303191,black,38,adidas Superstar,59.0,0,118,False,0,1,0,0,1.0,3,0.0,0,0.0,0,0.0,0,0,0,4,4,1,0,0.0,0,0,,1,False,True,Paris,France,False,False,True,1
58,3983306282,green,42,adidas Superstar,49.9,0,116,False,0,0,0,1,1.0,18,0.0,0,0.0,0,0.0,0,0,0,19,20,1,0,0.0,0,0,,1,False,True,Saint-Denis,France,False,False,True,1
59,3982272870,grey,37,adidas Superstar,64.0,0,216,False,1,1,0,0,1.0,4,0.0,0,0.0,0,0.0,0,0,0,5,5,3,0,0.0,0,0,,1,False,True,Paris,France,False,False,True,1
60,3983302087,green,42,adidas Superstar,49.9,0,116,False,0,0,0,1,1.0,18,0.0,0,0.0,0,0.0,0,0,0,19,20,1,0,0.0,0,0,,1,False,True,Saint-Denis,France,False,False,True,1
61,3983342422,grey,36,adidas Superstar,60.0,0,188,False,1,1,0,0,1.0,4,0.0,0,0.0,0,0.0,0,0,0,5,5,1,0,0.0,0,0,,1,False,True,Paris,France,False,False,False,1
62,3974342446,black,38.5,adidas,98.88,1,185,False,0,0,0,1,0.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0,0,0.0,0,0,,0,False,True,Cholet,France,False,False,False,1
63,3972333110,grey,40,adidas Superstar,69.9,0,231,False,0,0,0,0,1.0,3,0.0,0,0.0,0,0.0,0,0,0,4,5,1,0,0.0,0,0,,1,False,True,Angoulême,France,False,False,True,1
64,3975877646,black,42,adidas,85.0,0,110,False,1,1,0,0,0.0,0,0.0,0,0.3333333333333333,1,0.0,0,0,0,3,13,12,2,0.98,0,0,,1,False,True,Sancé,France,False,False,False,1
65,3979945072,black,39,adidas,75.0,0,129,False,1,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,4,6,2,0,0.0,0,0,,1,False,True,Dainville,France,False,False,True,1
66,3982880924,black,38,adidas,89.0,0,118,False,1,1,0,0,0.0,0,0.0,0,0.16666666666666666,1,0.0,0,0,0,1,7,7,2,1.0,1,0,F,1,False,True,Bastia,France,False,False,True,1
67,3977531779,grey,38,adidas Superstar,64.0,0,143,False,0,0,0,0,1.0,2,0.0,0,0.0,0,0.0,0,0,0,3,3,0,0,0.0,0,0,,1,False,True,Paris,Frankreich,False,False,True,1
68,3979397652,black,39,adidas Superstar,59.98,1,129,False,0,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,1,2,2,0,0.0,0,0,,1,False,True,Montreuil,France,False,False,True,1
69,3983299018,black,36,adidas Superstar,59.0,0,111,False,0,1,0,0,1.0,3,0.0,0,0.0,0,0.0,0,0,0,4,4,1,0,0.0,0,0,,1,False,True,Paris,France,False,False,True,1
70,3981702364,black,39,adidas,85.0,0,129,False,1,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,2,7,6,0,1.0,0,0,,1,False,True,Saint-Jean-de-Beauregard,France,True,False,False,1
71,3978592851,grey,37,adidas Superstar,65.0,0,216,False,0,0,0,0,1.0,2,0.0,0,0.0,0,0.0,0,0,0,3,3,0,0,0.0,0,0,,1,False,True,Paris,France,False,False,True,1
72,3982106780,pink,37,adidas,70.1,1,143,False,1,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,1,2,1,0,0.8,1,0,F,1,False,True,Crosne,France,False,False,True,1
73,3981950771,black,39,adidas Originals,78.99,0,129,False,0,0,0,0,1.0,3,0.0,0,0.0,0,0.0,0,0,0,4,8,5,0,0.0,0,0,,1,False,True,Agoncillo,España,False,False,False,1
74,3983234085,grey,38,adidas Superstar,65.0,0,143,False,0,0,0,0,1.0,2,0.0,0,0.0,0,0.0,0,0,0,3,3,1,0,0.0,0,0,,1,False,True,Paris,France,False,False,True,1
75,3983190571,grey,38,adidas Superstar,65.0,0,143,False,0,0,0,0,1.0,2,0.0,0,0.0,0,0.0,0,0,0,3,3,0,0,0.0,0,0,,1,False,True,Paris,France,False,False,True,1
76,3983165514,grey,40,adidas Superstar,54.9,0,231,False,1,1,0,0,1.0,4,0.0,0,0.0,0,0.0,0,0,0,5,5,0,0,0.0,0,0,,1,False,True,Paris,France,False,False,True,1
77,3983216730,black,41,adidas Superstar,50.65,1,110,False,0,1,0,0,1.0,19,0.0,0,0.0,0,0.0,0,0,0,20,20,0,0,0.0,0,0,,1,False,True,Douai,Frankrijk,False,False,True,1
78,3983286309,grey,39,adidas Superstar,65.0,0,137,False,0,0,0,0,1.0,2,0.0,0,0.0,0,0.0,0,0,0,3,3,0,0,0.0,0,0,,1,False,True,Paris,Frankreich,False,False,True,1
79,3983358692,black,39,adidas Originals,79.0,0,129,False,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,1,3,2,0,0.0,0,0,,1,False,True,Le Havre,Frankreich,False,False,False,1
80,3982410228,crystal,38.5,adidas Originals,100.0,0,131,False,0,0,0,1,0.0,0,0.0,0,0.25,2,0.0,0,0,0,4,22,19,0,1.0,0,0,,1,False,True,Rueil-Malmaison,Francia,True,False,True,0
81,3979267179,pink,38,adidas Originals,100.0,0,155,False,0,1,0,0,1.0,1,0.0,0,0.0,0,0.0,0,0,0,2,12,10,0,1.0,2,0,,1,False,True,Cholet,Frankreich,True,False,True,1
82,3983299032,black,37.5,adidas Originals,86.35,1,111,False,0,0,0,0,0.125,1,0.0,0,0.9090909090909091,10,0.0,0,0,0,9,23,15,0,0.92,1,0,,1,False,True,Chaumont,France,False,False,True,1
83,3982616789,green,38,adidas Superstar,59.9,0,126,False,1,1,0,0,1.0,4,0.0,0,0.0,0,0.0,0,0,0,5,5,2,0,0.0,0,0,,1,False,True,Paris,France,False,False,True,1
84,3983263286,black,41,Campus,88.7,1,110,False,1,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0,0,0.0,0,0,F,1,False,True,Nice,France,True,False,False,1
85,3982893409,black,37,adidas,88.0,0,111,False,1,1,0,0,0.0,0,0.0,0,0.25,2,0.125,1,0,0,2,9,8,8,1.0,0,0,,1,False,True,Pau,France,False,False,True,1
86,3982557107,grey,38,adidas Superstar,69.9,0,143,False,0,0,0,0,1.0,4,0.0,0,0.0,0,0.0,0,0,0,5,5,0,0,0.0,0,0,,1,False,True,Paris,Frankreich,False,False,True,1
87,3980579859,grey,39,Campus,96.3,1,137,False,1,1,0,0,0.0,0,0.0,0,0.1111111111111111,7,0.06349206349206349,4,0,0,2,16,16,395,1.0,3,0,F,1,False,True,Saint-Laurent-Nouan,Francia,False,False,True,1
88,3983315532,black,41,adidas Superstar,58.0,0,110,False,0,1,0,0,1.0,3,0.0,0,0.0,0,0.0,0,0,0,4,4,0,0,0.0,0,0,,1,False,True,Marseille,France,False,False,True,1
89,3982503664,green,39,adidas Superstar,64.9,0,136,False,1,1,0,0,1.0,4,0.0,0,0.0,0,0.0,0,0,0,5,5,2,0,0.0,0,0,,1,False,True,Paris,France,False,False,True,1
90,3981581076,grey,39,adidas Superstar,56.78,1,137,False,0,0,0,0,1.0,4,0.0,0,0.0,0,0.0,0,0,0,5,5,0,0,0.0,0,0,,1,False,True,Nantes,France,False,False,True,1
91,3983351931,grey,40,adidas Superstar,60.0,0,231,False,1,1,0,0,1.0,4,0.0,0,0.0,0,0.0,0,0,0,5,5,1,0,0.0,0,0,,1,False,True,Paris,France,False,False,False,1
92,3970515135,black,44.5,adidas,160.0,0,117,True,0,0,0,0,0.0,0,0.0,0,0.037037037037037035,1,0.1111111111111111,3,1,0,2,19,18,17,0.92,107,6,M,1,False,True,Couëron,France,True,False,True,0
93,3982747240,grey,37,adidas Superstar,65.0,0,216,False,0,0,0,0,1.0,2,0.0,0,0.0,0,0.0,0,0,0,3,3,5,0,0.0,0,0,,1,False,True,Paris,France,False,False,True,1
94,3981918994,grey,36,adidas,102.5,0,188,False,1,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,3,6,4,4,0.8,2,0,F,1,True,True,Nancy,France,True,False,False,1
95,3974076781,grey,41,adidas Originals,99.96,1,263,False,1,1,0,0,0.16666666666666666,1,0.3333333333333333,2,0.0,0,0.0,0,0,0,7,13,6,0,1.0,0,0,,1,False,False,,France,False,False,True,1
96,3981016489,black,42,adidas Originals,95.0,0,110,False,0,0,0,1,0.0,0,0.0,0,0.38461538461538464,5,0.3076923076923077,4,0,0,1,20,20,0,0.98,0,0,,1,False,True,Aarsele,Belgique,True,False,True,1
97,3983264481,black,38,adidas Originals,79.0,0,118,False,1,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,4,5,2,0,0.6,0,0,F,1,False,False,,Frankreich,False,True,True,1
98,3978047085,green,38,adidas Originals,86.3,1,126,False,0,1,0,0,0.0,0,0.0,0,0.3333333333333333,2,0.3333333333333333,2,0,0,2,13,13,0,1.0,0,0,,1,False,True,Sevran,France,False,False,True,1
99,3982511900,black,38.5,adidas,102.0,0,185,False,1,1,0,0,0.0,0,0.0,0,0.5,1,0.0,0,0,0,3,7,4,0,1.0,0,1,M,1,False,True,Tournoisis,France,False,False,True,1
100,3983054955,black,38,adidas Originals,87.05,1,118,False,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0,0,0.0,0,0,,1,False,False,,France,False,False,True,1
101,3983379216,black,39,adidas Originals,79.0,0,129,False,1,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,2,5,5,4,1.0,0,0,,1,False,False,,France,False,False,True,1
102,3983385784,black,38,adidas Originals,79.0,0,118,False,1,1,0,0,0.0,0,0.0,0,0.14285714285714285,2,0.0,0,0,0,16,26,11,19,0.94,0,0,F,1,False,True,Chilhac,France,False,False,True,1
103,3983084643,black,39,adidas Superstar,49.9,0,129,False,0,0,0,1,1.0,12,0.0,0,0.0,0,0.0,0,0,0,13,15,3,0,0.0,0,0,,0,False,True,Bienville-la-Petite,France,False,False,True,1
104,3979335482,black,39,adidas Superstar,50.0,0,129,False,0,0,0,0,1.0,3,0.0,0,0.0,0,0.0,0,0,0,4,6,3,0,0.0,0,0,,1,False,True,Angoulême,France,False,False,True,1
105,3979288957,black,40,adidas Originals,89.5,0,128,False,0,0,0,1,0.0,0,0.0,0,0.0,0,0.0,0,0,0,1,5,4,0,0.6,1,0,F,1,False,True,Annecy,Francia,False,False,False,1
106,3982281419,grey,40,adidas Superstar,64.0,0,231,False,1,1,0,0,1.0,4,0.0,0,0.0,0,0.0,0,0,0,5,5,3,0,0.0,0,0,,1,False,True,Paris,France,False,False,True,1
107,3972331156,grey,39,adidas Superstar,69.9,0,137,False,0,0,0,0,1.0,3,0.0,0,0.0,0,0.0,0,0,0,4,5,1,0,0.0,0,0,,1,False,True,Angoulême,France,False,False,True,1
108,3982450896,grey,36,adidas,103.0,0,188,False,1,1,0,0,0.0,0,0.0,0,0.0,0,0.125,1,0,0,3,6,5,24,1.0,4,2,,1,False,True,Corbeil-Essonnes,France,True,False,False,1
109,3981856719,black,39,adidas,80.0,0,129,False,0,0,0,0,0.5,1,0.0,0,0.5,1,0.5,1,0,0,3,14,11,0,1.0,0,0,,1,False,True,Le Mans,France,False,False,True,1
110,3967777825,black,35,adidas,140.0,0,132,False,0,0,1,0,0.25,1,0.0,0,0.0273972602739726,2,0.1506849315068493,11,1,0,5,62,57,31,0.94,9,12,M,1,False,True,Paris,France,False,True,True,0
111,3983280975,blue,38,adidas Originals,92.11,1,112,False,0,0,0,0,0.0,0,0.0,0,1.0,2,0.0,0,0,0,2,4,2,1,1.0,0,0,F,1,False,True,La Bouilladisse,France,False,True,True,1
112,3983314165,black,40,adidas Superstar,58.0,0,128,False,0,1,0,0,1.0,3,0.0,0,0.0,0,0.0,0,0,0,4,4,0,0,0.0,0,0,,1,False,True,Marseille,France,False,False,True,1
113,3979154539,pink,38,adidas Originals,98.0,0,155,False,0,0,0,1,1.0,2,0.0,0,0.0,0,1.0,6,0,0,3,18,15,0,0.98,0,0,M,1,False,True,Rueil-Malmaison,France,False,False,True,1
114,3983299815,grey,38,adidas Superstar,50.29,1,143,False,0,1,0,0,1.0,16,0.0,0,0.0,0,0.0,0,0,0,17,17,0,0,0.0,0,0,,1,False,True,Paris 16,France,False,False,True,1
115,3976699469,grey,36,adidas,102.6,1,188,False,1,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,1,4,3,2,0.9,1,0,F,0,False,True,Ruffec,France,False,False,False,1
116,3980394242,black,38,adidas Superstar,50.0,0,118,False,0,0,0,0,1.0,3,0.0,0,0.0,0,0.0,0,0,0,4,6,3,0,0.0,0,0,,1,False,True,Angoulême,France,False,False,True,1
117,3975568470,grey,40,adidas,88.0,0,231,False,1,1,0,0,0.0,0,0.0,0,0.2,1,0.0,0,1,0,12,23,12,1,0.8800000000000001,1,0,,1,False,False,,Francia,False,False,True,1
118,3979473359,black,41,Campus,91.7,1,110,False,1,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,2,5,6,1,1.0,0,1,F,1,False,True,Charrin,France,False,False,False,1
119,3976289624,grey,38,adidas,100.05,1,143,False,0,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,1,2,1,0,0.0,0,0,,1,False,True,La Ferrière-Béchet,France,True,False,False,1
120,3972327268,grey,37,adidas Superstar,69.9,0,216,False,0,0,0,0,1.0,3,0.0,0,0.0,0,0.0,0,0,0,4,5,1,0,0.0,0,0,,1,False,True,Angoulême,France,False,False,True,1
121,3983239228,black,42,adidas Superstar,50.84,1,110,False,0,1,0,0,1.0,19,0.0,0,0.0,0,0.0,0,0,0,20,20,0,0,0.0,0,0,,1,False,True,Boisemont,Frankreich,False,False,True,1
122,3983272527,blue,38,adidas Originals,96.3,1,112,False,0,1,0,0,0.0,0,0.0,0,0.0,0,1.0,1,0,0,2,5,4,0,0.6,0,0,,1,False,True,L'Haÿ-les-Roses,France,True,False,True,1
123,3982956358,black,40,Campus,92.8,1,128,False,0,1,0,0,0.6666666666666666,2,0.0,0,0.0,0,0.0,0,1,0,4,9,8,38,1.0,0,0,F,1,False,True,Puyloubier,France,False,False,True,1
124,3981799280,black,38,adidas Originals,100.0,0,118,False,0,0,0,1,0.16666666666666666,1,0.0,0,0.24,6,0.2,5,0,0,7,50,44,0,0.98,3,0,,1,False,True,Rueil-Malmaison,France,False,False,True,1
125,3982467169,black,39,adidas Originals,89.99,0,129,False,0,1,0,0,0.0,0,0.0,0,0.38461538461538464,5,0.15384615384615385,2,0,0,2,15,13,1,0.98,1,0,,1,False,True,Sint-Niklaas,Belgique,True,False,True,1
126,3983238331,black,42,adidas Superstar,50.54,1,110,False,0,1,0,0,1.0,19,0.0,0,0.0,0,0.0,0,0,0,20,20,0,0,0.0,0,0,,1,False,True,Boisemont,Frankreich,False,False,True,1
127,3969977539,black,40,adidas,89.0,0,128,False,1,1,0,0,0.125,1,0.0,0,1.0,1,0.0,0,0,0,9,16,7,0,1.0,0,0,F,1,False,True,Gennevilliers,France,False,False,True,1
